loan_id,credit_history,income,description,loan_repaid,prediction,timestamp,image_uri,output
2e8d0bb3-933d-9d81-459d-990181b584eb,Good,25815,She used to be a professor.,True,False,2022-08-15 05:00:55.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02088094_Afghan_hound.JPEG,0.3140454938062992
944ae60b-0c86-010e-1043-9bde607e2b46,Good,34129,She wants to become a lyft driver.,True,False,2022-08-15 10:15:59.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03673027_liner.JPEG,0.20577408175223633
0fb87e07-f120-986b-2fc6-499d0fab80c5,Good,57060,She is a teacher.,True,True,2022-08-15 02:49:48.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03124043_cowboy_boot.JPEG,0.91453830546619
4678b59a-4bd1-20b4-2a6d-06f0d6cf23c0,Good,43442,He wants to become a teacher.,False,True,2022-08-15 12:00:36.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03146219_cuirass.JPEG,0.40547713039216526
9f9f243f-85b2-5ac3-13b9-3773e38544f3,Good,49263,She wants to become a lyft driver.,False,False,2022-08-15 09:11:15.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01883070_wombat.JPEG,0.19216485709960918
d0469667-db0e-5e65-fcfc-bc361a60e033,Bad,28661,She wants to become a lyft driver.,True,True,2022-08-15 05:04:35.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04204238_shopping_basket.JPEG,0.7192256290058493
a6561be6-eecb-2547-a76b-b9c89599bc3d,Good,54341,She was a doctor.,True,True,2022-08-15 03:36:54.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02108915_French_bulldog.JPEG,0.21221866532493538
d8448135-1816-da59-0fa0-448eade3702d,Good,45576,She used to be a infuluencer.,True,False,2022-08-14 19:41:14.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03877845_palace.JPEG,0.6384119178315867
a5ab4237-c971-5e97-7519-8c349f6c6415,Good,52826,She was a infuluencer.,True,False,2022-08-14 15:22:26.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04252225_snowplow.JPEG,0.09431538340426593
5486d496-54ce-7017-b930-7855e61f2da4,Bad,52908,He was a pilota singer.,True,True,2022-08-14 17:10:45.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03065424_coil.JPEG,0.2474185380659043
70547e0b-b37e-e754-aa03-203287656d8e,Good,25647,She is an engineer.,True,True,2022-08-14 17:48:26.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02397096_warthog.JPEG,0.4729283018441428
1484cf3f-d92e-1a26-2057-b0de2ab49ae1,Bad,66555,She was an engineer.,True,True,2022-08-15 02:57:25.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03481172_hammer.JPEG,0.4057947060517628
e05adc18-0cd3-2c52-51cd-827dc7e6c971,Bad,31031,She used to be a professor.,True,True,2022-08-14 18:51:36.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03028079_church.JPEG,0.2358420081464152
ba711a18-5e38-a9ff-44a3-f94497668966,Good,45536,He was an engineer.,True,True,2022-08-14 16:45:30.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04033901_quill.JPEG,0.5237342474344734
120287d6-9abf-39b8-ac00-72c72f9e383b,Good,43088,She used to be a doctor.,True,True,2022-08-14 19:07:13.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02125311_cougar.JPEG,0.44483349252701976
a9a3d623-8d4d-e4f9-fe4c-06d4f81bd0ee,Good,65512,She was a pilota singer.,True,True,2022-08-15 07:55:46.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01697457_African_crocodile.JPEG,0.4795819174688011
e63ce18b-7eb3-9bc1-4c08-97ce1d0159fd,Good,51650,She was an engineer.,True,True,2022-08-15 07:19:49.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02877765_bottlecap.JPEG,0.23778427272710312
5c8ffa6e-f489-e08b-ba83-f02ac7753887,Good,64461,She is a dancer.,True,True,2022-08-14 17:57:30.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02966687_carpenter's_kit.JPEG,0.8700277841266985
791aa55f-0a95-74a7-6f1a-311eb715e9a1,Good,53092,He is a professor.,True,True,2022-08-15 03:21:26.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02113978_Mexican_hairless.JPEG,0.5339927196822879
c60e43ae-9a13-94ff-6a38-7a4ef7702500,Good,49675,She is a doctor.,False,True,2022-08-15 11:00:59.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02138441_meerkat.JPEG,0.7267088496873847
a51c6d2a-208d-57e3-5bad-d3cc1569f64b,Good,37941,She used to be an engineer.,True,True,2022-08-15 07:43:12.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02113624_toy_poodle.JPEG,0.2740298624780324
bb2a90cd-aa30-910a-df9e-95261613064f,Good,42970,He wants to become an engineer.,True,True,2022-08-14 23:10:24.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n07720875_bell_pepper.JPEG,0.11716915038462772
4eb9d5a9-ceb6-4bfe-92f7-992b277364cf,Good,50597,She wants to become a lyft driver.,True,False,2022-08-15 10:12:48.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02782093_balloon.JPEG,0.43171784212456843
6cbc093c-8902-21e8-b0a8-4cd01be38ac1,Good,53898,He used to be a lyft driver.,False,True,2022-08-14 19:53:35.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02085620_Chihuahua.JPEG,0.7352183362956546
2585702d-09b8-aa4c-964e-e498716d78b2,Good,40397,She was an engineer.,True,True,2022-08-15 02:59:45.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02110185_Siberian_husky.JPEG,0.6887646672886804
ca9c2af1-e74d-c213-1b12-d40d00a51da6,Good,71161,He is a teacher.,True,True,2022-08-14 15:35:08.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03920288_Petri_dish.JPEG,0.958866474311066
2043c517-1fd3-6c9b-d3fd-c924fa02f585,Good,54567,She was a infuluencer.,True,True,2022-08-14 15:03:13.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01755581_diamondback.JPEG,0.4944575539934337
c5dccb54-fd3b-17a7-045d-845dbc0e2336,Good,33405,She was a teacher.,True,True,2022-08-15 10:21:46.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02843684_birdhouse.JPEG,0.7454013674379029
c7d7cd13-e291-ea49-d25b-9e35e7609ea3,Good,72353,She is a professor.,False,True,2022-08-14 15:30:04.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03899768_patio.JPEG,0.7145364467981417
8847a774-b79f-98f5-1e58-b604566fa460,Good,24770,He was a infuluencer.,True,True,2022-08-14 20:04:01.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n07716906_spaghetti_squash.JPEG,0.3505250497026363
c115bff5-eff5-ca26-424c-e83f7f8439ca,Good,55968,She used to be a dancer.,True,True,2022-08-14 15:30:29.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02091134_whippet.JPEG,0.544535036304075
570afd2a-d7fb-baef-74cb-c8b2b3f91505,Good,41883,He wants to become an engineer.,True,False,2022-08-14 19:18:23.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01930112_nematode.JPEG,0.6669441001982233
164f3dca-62b6-5955-f342-2348db72357d,Good,73649,She was a lyft driver.,True,True,2022-08-15 00:03:19.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02190166_fly.JPEG,0.7809226100884715
b7bd86bf-17cb-c410-088d-7f34b65d812f,Good,62577,She is a pilota singer.,True,True,2022-08-14 23:17:42.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02108089_boxer.JPEG,0.22770296940952583
ac1c1d2b-efc3-282e-d8f3-0b8734c2901a,Good,32563,She was a lyft driver.,True,False,2022-08-14 16:04:39.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02823428_beer_bottle.JPEG,0.14943437700841034
ef69ad42-af5f-3eed-31a9-387f6797d0d2,Good,65132,He is a professor.,True,True,2022-08-15 08:17:13.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04090263_rifle.JPEG,0.6588711536479045
9820e204-42a4-6179-6749-5073935c8b9f,Good,19777,She used to be a freelancer.,True,True,2022-08-15 11:58:27.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04501370_turnstile.JPEG,0.741088806342752
cceb51f7-e996-91cb-68a0-bd8a96195148,Good,62575,He wants to become a doctor.,True,False,2022-08-14 17:01:26.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03062245_cocktail_shaker.JPEG,0.3120792813478853
0d457c22-58d4-cab2-65dd-854e53cd3343,Good,49367,He was a lyft driver.,True,True,2022-08-15 10:32:56.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04317175_stethoscope.JPEG,0.8896334104677939
c8826d95-2d86-4c4a-899f-09152f90e1bf,Good,36395,He wants to become a infuluencer.,True,True,2022-08-15 13:05:00.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04141327_scabbard.JPEG,0.7803071133774035
bcd71085-b4ca-39ca-3010-9707d3ce573c,Good,64775,He was a freelancer.,True,True,2022-08-15 12:55:45.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03271574_electric_fan.JPEG,0.9729864823163091
3bc1c56c-ab6e-5537-0d14-b80cf70a1cd8,Good,61689,He wants to become a infuluencer.,True,True,2022-08-14 15:29:41.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03954731_plane.JPEG,0.9779437030520531
586c21e1-38d0-bf0d-4cc7-3cbdf5753875,Good,52958,She is a doctor.,True,True,2022-08-14 16:41:54.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04579432_whistle.JPEG,0.1914116838545632
fae98ab1-376e-0b2a-c6ce-fb923012a6aa,Good,54355,She was a professor.,True,False,2022-08-15 11:56:45.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04147183_schooner.JPEG,0.8560106572557605
639f6342-fd55-ce5f-d29e-ba72623f3d89,Good,56115,He was a dancer.,True,True,2022-08-15 05:55:36.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04613696_yurt.JPEG,0.897582977630427
805c4000-7554-4ec6-0f89-88793990af27,Good,44751,She used to be a freelancer.,True,False,2022-08-15 12:50:03.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02443484_black-footed_ferret.JPEG,0.891377422231796
061410f3-06f6-f365-1892-a86c0fac2b38,Good,58469,She used to be a lyft driver.,True,True,2022-08-15 01:20:01.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02264363_lacewing.JPEG,0.7462961746488213
d8cc2afd-9cfd-e533-dc65-a3308bba5d33,Good,22132,He is a teacher.,True,False,2022-08-15 01:17:38.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02109047_Great_Dane.JPEG,0.03950120148582259
80efd5d4-ea28-3363-e352-65d682c63468,Good,10000,She wants to become a lyft driver.,False,True,2022-08-15 08:31:43.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04120489_running_shoe.JPEG,0.9651098033949382
1c8dabd5-f37c-9b47-8167-d3bfdc69fe8a,Good,57014,She is a lyft driver.,True,True,2022-08-15 05:14:53.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02395406_hog.JPEG,0.02566719788536531
3838fa1d-4374-3d87-5876-4bf394355527,Good,55882,She used to be a professor.,True,True,2022-08-14 19:20:46.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04311004_steel_arch_bridge.JPEG,0.5033606546878944
641f1be5-c3a3-c883-72e9-45e02143fa47,Good,40031,She is a lyft driver.,True,True,2022-08-14 17:52:20.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03255030_dumbbell.JPEG,0.25209724254231136
1bc04c84-0190-cbe8-3fcb-670d27948206,Good,33841,She used to be a teacher.,True,False,2022-08-14 16:11:26.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03773504_missile.JPEG,0.5098495818360834
90f52731-1fe0-5a7f-3833-6541b30207e3,Good,69840,He was a doctor.,True,True,2022-08-15 00:54:24.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01532829_house_finch.JPEG,0.0011285469348077948
60719930-3375-b2e9-6a5d-e37d9f589789,Good,42325,He wants to become a lyft driver.,False,True,2022-08-14 15:05:47.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03691459_loudspeaker.JPEG,0.7548431910233055
2fd4ce05-03c5-d1dd-1b02-24af6cd32f2c,Good,40962,He used to be a lyft driver.,True,True,2022-08-15 10:48:18.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n13052670_hen-of-the-woods.JPEG,0.2357449707357372
50073c2a-5410-cf59-1dcc-06ad604a6f76,Good,35494,She wants to become a dancer.,True,True,2022-08-14 23:02:04.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03690938_lotion.JPEG,0.5839196207169365
8a7a2dce-2244-d20b-89c8-27ab42d9f952,Good,61991,She wants to become a professor.,True,True,2022-08-15 02:40:22.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03658185_letter_opener.JPEG,0.34858491125476976
3e17077c-b14c-1dbe-26c2-6109935d8dc0,Good,16845,He used to be an engineer.,True,True,2022-08-14 20:02:41.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03125729_cradle.JPEG,0.09663444858973114
173a92e5-0b39-b99c-3c8b-2ca9331f09e7,Good,47173,He is a doctor.,False,False,2022-08-15 11:16:51.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01665541_leatherback_turtle.JPEG,0.4713776556198933
ef9b37c3-b308-5d9b-7a97-8a5e44aafbe9,Bad,39279,She wants to become a teacher.,True,True,2022-08-14 15:50:02.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01910747_jellyfish.JPEG,0.3039894163337846
cb59c491-a5c3-8d2e-d653-71ec45f5c801,Good,47843,He is a doctor.,True,True,2022-08-15 09:22:08.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n06359193_web_site.JPEG,0.3611808213346511
56f36506-b40d-f9e2-7b53-7dc712d48c0c,Good,60029,He used to be a lyft driver.,True,False,2022-08-14 17:23:51.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02894605_breakwater.JPEG,0.2762217069387308
028ec91e-3929-71ca-51eb-53c224685a5d,Good,42701,She wants to become a infuluencer.,False,True,2022-08-15 00:05:10.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02051845_pelican.JPEG,0.2814665758467021
f86b62a4-799c-efb3-351e-af15bac7ad44,Good,45860,She is a pilota singer.,False,True,2022-08-15 07:17:32.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01687978_agama.JPEG,0.5172408509071993
91ca33aa-493b-c738-267b-dc9ca3ef8cd7,Good,21959,He is a freelancer.,False,True,2022-08-15 02:26:12.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03788365_mosquito_net.JPEG,0.7807535790467004
b9015651-4c8d-0a11-71bd-a784ab1fc650,Good,41778,He is a teacher.,True,True,2022-08-15 05:04:25.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02804414_bassinet.JPEG,0.7611789132144376
4eda7547-71ad-ad60-fa25-939c7b1efa9f,Good,34154,She used to be a professor.,True,True,2022-08-14 14:46:39.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02326432_hare.JPEG,0.44069325878274923
bf2417fa-c091-9b50-f6bc-7215e987dc77,Good,53463,She was an engineer.,True,True,2022-08-15 06:29:46.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02504013_Indian_elephant.JPEG,0.09327783652517085
8c9ac1e6-d86a-4bc6-7ca1-196b8c6b2d8e,Good,46461,She is a lyft driver.,True,True,2022-08-15 04:22:45.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02012849_crane.JPEG,0.9712645201012746
6f02cd52-b94b-16aa-6d82-975c9c2cbd2e,Good,43383,She is a teacher.,True,True,2022-08-15 11:11:08.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04462240_toyshop.JPEG,0.09942570834429543
120b7e3c-9339-b8e6-d0b3-243c849e28fd,Good,52342,She was a infuluencer.,False,False,2022-08-14 16:19:04.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03498962_hatchet.JPEG,0.4174790545974726
b313ede6-ee43-7ccd-9d29-d84136b4ee5b,Good,36495,He used to be a doctor.,False,False,2022-08-15 02:18:40.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03930630_pickup.JPEG,0.2743373296399648
27708646-d1cf-e589-b9ed-733ea3a48779,Good,32964,He used to be a freelancer.,True,True,2022-08-14 17:54:07.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04536866_violin.JPEG,0.8475374961186947
a576fe30-065a-916b-bede-42149b3b0493,Good,11121,He used to be a infuluencer.,True,True,2022-08-15 12:45:17.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n07753275_pineapple.JPEG,0.9333182766445748
a3481a49-e1bd-1dc7-cc87-8dc11bb0e975,Good,48845,She wants to become a infuluencer.,True,True,2022-08-14 16:24:43.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n07730033_cardoon.JPEG,0.04370760813572583
c51fd1b1-e786-8b90-1694-c1d3b31bf637,Good,49872,He wants to become a doctor.,False,False,2022-08-14 18:52:59.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03196217_digital_clock.JPEG,0.9082226324028088
301fc72e-3b3a-fd42-a70e-c0fde4bc701a,Good,49047,He used to be an engineer.,False,False,2022-08-15 10:10:28.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n04266014_space_shuttle.JPEG,0.9822382129952248
cb2e6bfa-9c56-3ce8-328b-99d1fc33da0b,Bad,41142,He wants to become a dancer.,True,True,2022-08-15 00:28:08.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03976467_Polaroid_camera.JPEG,0.06327176360378262
0f7091ce-843f-2fc5-cf5e-a674bae3921e,Good,65533,She wants to become a doctor.,False,True,2022-08-14 17:14:20.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02799071_baseball.JPEG,0.7777974893295937
ff7f1799-7c6c-3d33-2b7c-b5f241988b6c,Good,38645,He wants to become a doctor.,True,True,2022-08-15 08:45:29.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03794056_mousetrap.JPEG,0.11973847629425483
106e4bad-4c16-edcd-6b4d-cc8776499ac0,Good,76621,She is a dancer.,True,True,2022-08-15 04:44:13.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01669191_box_turtle.JPEG,0.328896370788917
b1aaa0ec-715d-6cfc-755b-493557812880,Good,45523,She was a pilota singer.,True,True,2022-08-15 05:24:15.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02443114_polecat.JPEG,0.23537557649013585
1d4d5e51-23ac-193b-7faa-ab9344486948,Bad,37482,He is a infuluencer.,True,True,2022-08-15 10:38:58.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02177972_weevil.JPEG,0.2582579856689292
5532a3f9-5bb1-0d6f-5244-c251cde9e043,Good,43880,She used to be a lyft driver.,True,True,2022-08-14 14:39:18.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02488702_colobus.JPEG,0.5036249666095108
633d1532-c88e-5d78-19d1-08cf5d654285,Good,48668,He is a doctor.,False,True,2022-08-14 18:36:31.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02988304_CD_player.JPEG,0.39734030074338456
53970b96-728e-8781-fd97-09edb2c0aab0,Good,55463,She wants to become a infuluencer.,False,True,2022-08-14 13:21:51.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03496892_harvester.JPEG,0.5595806189754164
35f3b17e-cbc6-5455-d60c-e96a4f4443dc,Good,77887,She used to be a professor.,False,False,2022-08-14 17:07:22.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03868863_oxygen_mask.JPEG,0.2881697297254493
2ea1e424-7688-26d5-ca92-31393c93bd58,Good,51829,She was a lyft driver.,False,True,2022-08-14 17:47:55.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02009229_little_blue_heron.JPEG,0.7340363780019682
6f3d59b2-fead-e868-4d26-91165fdba935,Bad,60436,He was a infuluencer.,True,True,2022-08-14 17:51:40.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n09835506_ballplayer.JPEG,0.04979688273122351
4b2c43f7-97eb-7e91-d40b-32633d6ac120,Bad,63533,She is a doctor.,False,True,2022-08-14 13:53:36.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03854065_organ.JPEG,0.5988678509380395
f2cc7581-0c73-5ea6-a32f-a35886f363af,Good,56336,She was a professor.,True,True,2022-08-15 01:33:56.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01632777_axolotl.JPEG,0.891161695294725
217f70b4-e2cb-a002-4d8c-f8392e77f695,Good,78540,She used to be a professor.,True,True,2022-08-14 17:35:18.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03706229_magnetic_compass.JPEG,0.7115139117744076
23de8863-36aa-0fe2-27f0-2ef8c9e8cd93,Good,44745,He was a doctor.,False,True,2022-08-15 08:39:16.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03887697_paper_towel.JPEG,0.8338161528108067
a45aee1e-f03a-68e6-b007-0fe12db6a241,Good,40391,He is a freelancer.,True,True,2022-08-15 07:24:29.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n09472597_volcano.JPEG,0.7326109614414381
b632c97f-b764-5def-81ef-168196b365a2,Good,31491,He wants to become a lyft driver.,True,False,2022-08-14 22:42:06.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n01978455_rock_crab.JPEG,0.48515924014699696
e7df15c6-42cd-38f4-3093-dae1e837f4d5,Bad,45665,She wants to become a professor.,False,True,2022-08-15 05:53:00.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02687172_aircraft_carrier.JPEG,0.5895579331343422
87e39400-e9ea-2ddb-6370-c4707ff385c8,Good,18218,She wants to become a doctor.,True,True,2022-08-15 01:39:06.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02102480_Sussex_spaniel.JPEG,0.05442513409067529
d5420863-4133-73f9-fe2f-babc2faceb68,Good,59078,He used to be an engineer.,True,False,2022-08-15 03:18:41.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02095570_Lakeland_terrier.JPEG,0.627116573885225
bf171c77-d773-2d72-1b21-fafce1b4d1c4,Good,39282,He is a lyft driver.,True,True,2022-08-14 16:26:43.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02101556_clumber.JPEG,0.2439148958696984
1a7956a1-223b-a65b-5cd5-99eb83f10875,Good,59445,He wants to become an engineer.,True,True,2022-08-14 14:29:19.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n02672831_accordion.JPEG,0.859071803972092
804671bf-4eef-7437-6f85-e97dd5507418,Good,55107,She used to be a lyft driver.,True,True,2022-08-14 16:39:24.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n09428293_seashore.JPEG,0.7979446419468861
187e2adf-413c-4d23-fc6d-2a7cc1e3c223,Bad,31747,She wants to become a dancer.,True,True,2022-08-14 20:46:34.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03220513_dome.JPEG,0.1221465733977849
8497eaf9-b172-f56a-921f-9ccf27722711,Good,81244,He used to be a dancer.,True,True,2022-08-15 04:00:20.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n12768682_buckeye.JPEG,0.8151082172154108
935f488d-6044-a52e-0d20-e65164a4a3f9,Good,38228,He is a dancer.,True,True,2022-08-14 20:20:07.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03937543_pill_bottle.JPEG,0.027605341133891903
8fd695b6-758b-231e-a1ae-879170745912,Good,37035,He is an engineer.,True,True,2022-08-15 10:13:50.658721,s3://gantry-customer-bucket-access-test-pdx/imagenet_sample/n03814639_neck_brace.JPEG,0.5457327236416838
